codigo_ibge,municipio,uf,ano,precipitacao_anual_mm,temperatura_media_anual_c,temperatura_maxima_anual_c,temperatura_minima_anual_c,umidade_relativa_media_pct,radiacao_solar_media_mj_m2_dia,quantidade_dias
3541307,Presidente Epitácio,SP,2017,1357.56,23.80386301369863,30.035945205479454,18.555890410958902,72.39328767123287,18.95786301369863,365
3541307,Presidente Epitácio,SP,2018,1189.76,23.8,29.91082191780822,18.638575342465753,72.15479452054795,18.570657534246575,365
3541307,Presidente Epitácio,SP,2019,864.85,25.748931506849317,32.73841095890411,19.880849315068495,62.6633698630137,19.28021917808219,365
3541307,Presidente Epitácio,SP,2020,1116.09,24.856803278688524,31.976967213114754,18.779426229508196,62.868524590163936,19.79535519125683,366
3541307,Presidente Epitácio,SP,2021,767.97,24.86180821917808,32.20117808219178,18.671780821917807,59.01482191780822,19.49117808219178,365
3541307,Presidente Epitácio,SP,2022,1112.27,23.889013698630137,30.670136986301372,18.125452054794522,66.69632876712329,18.927287671232875,365
3541307,Presidente Epitácio,SP,2023,1219.92,24.787753424657534,31.208301369863015,19.28495890410959,68.75824657534245,18.555561643835617,365
3541307,Presidente Epitácio,SP,2024,983.85,26.026994535519123,33.19032786885246,19.966584699453552,59.143469945355186,18.60945355191257,366
3544301,Roseira,SP,2000,1708.71,18.949098360655736,24.530218579234973,14.759398907103824,82.71467213114754,17.53743169398907,366
3544301,Roseira,SP,2001,1503.32,19.444465753424655,24.91413698630137,15.35717808219178,83.10536986301369,18.220739726027396,365
3544301,Roseira,SP,2002,1763.61,19.912712328767125,25.437150684931506,15.773260273972602,83.01575342465753,18.041808219178083,365
3544301,Roseira,SP,2003,1571.39,19.288301369863014,24.92813698630137,15.145013698630137,82.74063013698631,17.718027397260276,365
3544301,Roseira,SP,2004,1711.17,18.642459016393442,23.913715846994535,14.713360655737706,85.32642076502732,17.09825136612022,366
3544301,Roseira,SP,2005,1082.9,19.874958904109587,25.969616438356162,15.464301369863014,79.72605479452055,17.107123287671232,365
3544301,Roseira,SP,2006,1502.52,19.464794520547944,25.429260273972602,15.10723287671233,80.15427397260274,17.648465753424656,365
3544301,Roseira,SP,2007,1400.98,19.512493150684932,25.44613698630137,15.072794520547944,80.6073698630137,18.07167123287671,365
3544301,Roseira,SP,2008,1787.47,18.705546448087432,24.0575956284153,14.713469945355191,84.37860655737705,16.9101912568306,366
3544301,Roseira,SP,2009,1819.07,19.439671232876712,24.567232876712332,15.656958904109588,85.6693698630137,16.67254794520548,365
3544301,Roseira,SP,2010,1539.25,19.29841095890411,24.916246575342466,15.091452054794521,82.28517808219178,17.930876712328768,365
3544301,Roseira,SP,2011,1300.38,19.121287671232878,24.820164383561647,14.876301369863015,81.75454794520547,17.752794520547948,365
3544301,Roseira,SP,2012,1181.96,19.867076502732242,25.86445355191257,15.458797814207651,79.59254098360655,18.27792349726776,366
3544301,Roseira,SP,2013,1460.86,19.214,24.78117808219178,15.10323287671233,82.63153424657534,17.107287671232875,365
3544301,Roseira,SP,2014,812.64,20.429506849315068,27.345726027397262,15.51509589041096,74.56597260273973,19.19797260273973,365
3544301,Roseira,SP,2015,1178.67,20.746328767123288,27.072602739726026,16.36194520547945,78.47819178082192,17.10523287671233,365
3544301,Roseira,SP,2016,1445.05,19.630683060109288,25.385737704918032,15.462349726775956,82.30303278688524,18.00049180327869,366
3544301,Roseira,SP,2017,1330.72,19.544109589041096,25.44460273972603,15.217835616438357,80.90638356164384,17.96413698630137,365
3544301,Roseira,SP,2018,1475.73,19.641671232876714,25.203205479452055,15.632246575342467,82.83715068493152,17.40232876712329,365
3544301,Roseira,SP,2019,1381.82,20.243068493150684,25.9846301369863,15.95331506849315,81.2276712328767,17.96391780821918,365
3544301,Roseira,SP,2020,1119.08,20.110355191256833,26.59838797814208,15.608661202185791,78.61248633879781,17.858387978142076,366
